         26059995 function calls (26045129 primitive calls) in 52.058 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       26    0.003    0.000    0.003    0.000 {pandas._libs.ops.maybe_convert_bool}
    12418    0.003    0.000    0.003    0.000 {method 'bit_length' of 'int' objects}
        3    0.003    0.001    0.078    0.026 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\shutil.py:1118(which)
      301    0.003    0.000    0.044    0.000 <frozen importlib._bootstrap_external>:1356(find_spec)
      420    0.003    0.000    0.378    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\std.py:1339(refresh)
    42148    0.003    0.000    0.003    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.003    0.003    0.003    0.003 {built-in method torch.relu}
      177    0.003    0.000    0.003    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       35    0.003    0.000    0.003    0.000 {pandas._libs.lib.maybe_convert_objects}
        1    0.003    0.003    0.003    0.003 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\serialization.py:241(__init__)
      192    0.003    0.000    0.243    0.001 <frozen importlib._bootstrap_external>:793(get_code)
      421    0.003    0.000    0.003    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\std.py:188(__format__)
      266    0.003    0.000    0.003    0.000 {built-in method pyexpat.ParserCreate}
      421    0.003    0.000    0.203    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\std.py:342(fp_write)
     2232    0.003    0.000    0.005    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\sequence.py:23(__set__)
       23    0.003    0.000    0.003    0.000 {built-in method nt.listdir}
       49    0.003    0.000    0.003    0.000 {built-in method _make_subclass}
      421    0.003    0.000    0.368    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\std.py:1478(display)
     1335    0.003    0.000    0.003    0.000 {method 'sub' of 're.Pattern' objects}
      225    0.002    0.000    0.002    0.000 {built-in method zlib.decompressobj}
  128/127    0.002    0.000    0.014    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\inspect.py:2198(_signature_from_callable)
      842    0.002    0.000    0.004    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\utils.py:222(_is_ascii)
     3949    0.002    0.000    0.009    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\base.py:160(__set__)
       10    0.002    0.000    0.002    0.000 {built-in method torch._C._jit_pass_lint}
      421    0.002    0.000    0.253    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\std.py:348(print_status)
      266    0.002    0.000    0.005    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\xml\etree\ElementTree.py:1448(__init__)
     2066    0.002    0.000    0.007    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\base.py:34(__init__)
        1    0.002    0.002    0.002    0.002 {built-in method torch._C._jit_pass_onnx_unpack_quantized_weights}
    12082    0.002    0.000    0.002    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\cell\read_only.py:112(value)
       12    0.002    0.000    0.002    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_helper.py:143(_unpack_list)
     6174    0.002    0.000    0.002    0.000 {built-in method time.time}
     2973    0.002    0.000    0.005    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\xml\functions.py:75(localname)
      522    0.002    0.000    0.004    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\inspect.py:2467(__init__)
        1    0.002    0.002    0.898    0.898 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\utils.py:145(export)
   150/41    0.002    0.000    0.006    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\sre_parse.py:469(_parse)
      518    0.002    0.000    0.002    0.000 {built-in method zlib.crc32}
        9    0.002    0.000    0.003    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\base.py:2018(is_unique)
        1    0.002    0.002    0.002    0.002 {built-in method torch._C._jit_pass_onnx_remove_inplace_ops_for_onnx}
      225    0.002    0.000    0.014    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\zipfile.py:1467(open)
    26114    0.002    0.000    0.002    0.000 {built-in method builtins.ord}
     34/3    0.002    0.000    0.044    0.015 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pydot.py:1482(to_string)
      384    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
      424    0.002    0.000    0.004    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\std.py:108(release)
       26    0.002    0.000    0.002    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_helper.py:470(_block_list_in_opset)
      293    0.002    0.000    0.015    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\zipfile.py:987(_read1)
        3    0.002    0.001    0.009    0.003 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_opset9.py:710(select)
     1392    0.002    0.000    0.059    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\genericpath.py:16(exists)
    90/84    0.002    0.000    0.004    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
      113    0.002    0.000    0.018    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\utils.py:1325(_need_symbolic_context)
      424    0.002    0.000    0.002    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        1    0.002    0.002    0.002    0.002 {built-in method torch._C._jit_pass_onnx_deduplicate_initializers}
       47    0.002    0.000    0.002    0.000 {built-in method torch.empty}
     2407    0.002    0.000    0.003    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\base.py:18(__init__)
      203    0.002    0.000    0.051    0.000 <frozen importlib._bootstrap>:882(_find_spec)
        2    0.002    0.001    0.002    0.001 {built-in method torch._C._nn.linear}
     1263    0.002    0.000    0.108    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\utils.py:329(_text_width)
    16434    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
      841    0.002    0.000    0.005    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\std.py:288(format_interval)
      101    0.002    0.000    0.002    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_helper.py:66(_parse_arg)
   216/31    0.002    0.000    0.654    0.021 <frozen importlib._bootstrap>:978(_find_and_load)
6291/5888    0.002    0.000    0.003    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\base.py:49(_convert)
     1263    0.002    0.000    0.112    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\utils.py:333(disp_len)
      953    0.002    0.000    0.002    0.000 {method 'tell' of '_io.BufferedReader' objects}
       39    0.002    0.000    0.046    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_opset10.py:224(_slice)
      225    0.002    0.000    0.005    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\zipfile.py:799(__init__)
       22    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
        1    0.002    0.002    0.002    0.002 {method 'readlines' of '_io._IOBase' objects}
    537/3    0.002    0.000    0.011    0.004 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\copy.py:237(_deepcopy_dict)
    12350    0.002    0.000    0.002    0.000 {method 'upper' of 'str' objects}
     2195    0.002    0.000    0.007    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\nested.py:28(__set__)
      852    0.002    0.000    0.002    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      424    0.002    0.000    0.004    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\std.py:104(acquire)
      708    0.002    0.000    0.008    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\zipfile.py:747(read)
     1132    0.002    0.000    0.002    0.000 {built-in method builtins.sorted}
       57    0.002    0.000    0.006    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pydot.py:656(to_string)
      128    0.002    0.000    0.002    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\inspect.py:2750(__init__)
    12216    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\cell\read_only.py:108(value)
      455    0.001    0.000    0.007    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pydot.py:214(needs_quotes)
       24    0.001    0.000    0.031    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\_utils.py:137(_rebuild_tensor_v2)
      247    0.001    0.000    0.002    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\functools.py:37(update_wrapper)
      424    0.001    0.000    0.001    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
      120    0.001    0.000    0.002    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\utils.py:182(_is_constant_tensor_list)
        9    0.001    0.000    0.017    0.002 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\reader\strings.py:9(read_string_table)
        1    0.001    0.001    0.002    0.002 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\building_space\building_space_model.py:197(__init__)
      384    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:271(cache_from_source)
        3    0.001    0.000    0.051    0.017 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pydot.py:1794(write)
       16    0.001    0.000    0.001    0.000 {pandas._libs.algos.take_1d_int64_int64}
        1    0.001    0.001    0.001    0.001 {built-in method torch._C._jit_pass_erase_number_types}
      420    0.001    0.000    0.001    0.000 {built-in method now}
      113    0.001    0.000    0.002    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\typing.py:934(get_type_hints)
        1    0.001    0.001    0.039    0.039 {method 'load' of '_pickle.Unpickler' objects}
      857    0.001    0.000    0.009    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pydot.py:250(quote_if_necessary)
      898    0.001    0.000    0.003    0.000 {method 'decode' of 'bytes' objects}
        5    0.001    0.000    0.001    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
        3    0.001    0.000    0.001    0.000 {built-in method torch.unsqueeze}
      158    0.001    0.000    0.023    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\defusedxml\common.py:119(fromstring)
      432    0.001    0.000    0.008    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\__init__.py:9(__new__)
      809    0.001    0.000    0.001    0.000 {method 'seek' of '_io.BufferedReader' objects}
      844    0.001    0.000    0.201    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\utils.py:143(inner)
      860    0.001    0.000    0.001    0.000 {method 'finditer' of 're.Pattern' objects}
       19    0.001    0.000    0.001    0.000 {method 'close' of '_io.BufferedReader' objects}
   200/21    0.001    0.000    0.629    0.030 {built-in method builtins.exec}
        3    0.001    0.000    0.001    0.000 {built-in method torch._C._jit_flatten}
        8    0.001    0.000    0.004    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:696(_slice_take_blocks_ax0)
     5720    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
      430    0.001    0.000    0.200    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\colorama\ansitowin32.py:168(write)
     1392    0.001    0.000    0.060    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\shutil.py:1131(_access_check)
   316/33    0.001    0.000    0.003    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\sre_compile.py:71(_compile)
      421    0.001    0.000    0.002    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\std.py:155(__init__)
        9    0.001    0.000    0.001    0.000 {pandas._libs.lib.to_object_array}
      113    0.001    0.000    0.533    0.005 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\__init__.py:413(_run_symbolic_function)
     3641    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
       60    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
      311    0.001    0.000    0.016    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\zipfile.py:907(read)
     1526    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:56(_path_join)
     4721    0.001    0.000    0.002    0.000 {built-in method builtins.setattr}
      588    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\enum.py:289(__call__)
       72    0.001    0.000    0.019    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\packaging\relationship.py:124(get_dependents)
       26    0.001    0.000    0.001    0.000 {pandas._libs.parsers.sanitize_objects}
        9    0.001    0.000    0.001    0.000 {built-in method pandas._libs.lib.is_datetime_array}
       26    0.001    0.000    0.001    0.000 {pandas._libs.lib.infer_datetimelike_array}
        6    0.001    0.000    0.084    0.014 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_opset9.py:3205(_generic_rnn)
        1    0.001    0.001    0.001    0.001 {built-in method torch._C._jit_pass_canonicalize_graph_fuser_ops}
     1526    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
      240    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
      630    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\zipfile.py:339(__init__)
      501    0.001    0.000    0.002    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\nn\modules\module.py:1210(__setattr__)
     1419    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\base.py:126(__set__)
      450    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
      266    0.001    0.000    0.006    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\defusedxml\ElementTree.py:80(__init__)
      430    0.001    0.000    0.201    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\colorama\ansitowin32.py:46(write)
        1    0.001    0.001    0.001    0.001 {built-in method onnxruntime.capi.onnxruntime_pybind11_state.get_default_session_options}
   207/22    0.001    0.000    0.653    0.030 <frozen importlib._bootstrap>:948(_find_and_load_unlocked)
      210    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\jit\_trace.py:34(_get_interpreter_name_for_var)
        9    0.001    0.000    0.205    0.023 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\reader\excel.py:203(read_worksheets)
       71    0.001    0.000    0.001    0.000 {pandas._libs.algos.ensure_object}
      745    0.001    0.000    0.001    0.000 {pandas._libs.lib.is_list_like}
     1419    0.001    0.000    0.002    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\base.py:140(__set__)
      648    0.001    0.000    0.005    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\cell\text.py:161(__init__)
      192    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
   192/13    0.001    0.000    0.642    0.049 <frozen importlib._bootstrap>:663(_load_unlocked)
  146/137    0.001    0.000    0.017    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\series.py:315(__init__)
      722    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\mimetypes.py:80(add_type)
     3278    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
        1    0.001    0.001    0.001    0.001 {built-in method torch._C._jit_pass_onnx_constant_fold}
       75    0.001    0.000    0.004    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pydot.py:834(to_string)
      203    0.001    0.000    0.048    0.000 <frozen importlib._bootstrap_external>:1240(_get_spec)
        9    0.001    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\base.py:767(_engine)
